Question ID,Subject,Topic,Subtopic
Q000446,History of India,Indian National Movement,Servants of India Society
Q000447,History of India,Mahajanapadas,Bankim Chandra Chatterjee
Q000448,History of India,Mahajanapadas,Round Table Conferences
Q000449,History of India,Mahajanapadas,Indian Association
Q000450,History of India,Mughal Empire,Netaji Subhash Chandra Bose
Q000451,History of India,Mahajanapadas,Chittagong Armoury Raid
Q000452,History of India,Bhakti Movement,Anandamath
Q000453,History of India,Delhi Sultanate,Forward Bloc
Q000454,Indian Economy,Development,Interim Government Finance Minister
Q000455,History of India,Revolt of 1857,Participants
Q000456,History of India,Mahajanapadas,Jawaharlal Nehru - Car Quote
Q000457,History of India,Indian National Movement,Purna Swaraj Day
Q000458,History of India,Mahajanapadas,Sarfaroshi ki Tamanna Ab Hamare Dil Mein Hai
Q000459,History of India,Buddhism,Ashoka
Q000460,History of India,Mauryan Empire,Chandragupta Maurya
Q000461,History of India,British Expansion,Dandi March
Q000462,History of India,Indian National Movement,Madam Cama
Q000463,Indian Polity,Constitution,Fundamental Rights
Q000464,History of India,Indian National Movement,Independence Day
Q000465,History of India,Indian National Movement,Parliament of Religions
Q000466,History of India,Indian National Movement,Swaraj Party
Q000467,History of India,Mahajanapadas,Neel Darpan
Q000468,History of India,Mughal Empire,Battle of Wandiwash
Q000469,History of India,Indian National Movement,Emergence of Nationalism
Q000470,History of Bihar,Sher Shah Suri,Kol Mutiny
Q000471,Geography,Rivers,Kosi River
Q000472,Indian Polity,Constitution,Separate Electorate System
Q000473,History of India,British Expansion,East India Company
Q000474,History of India,Revolt of 1857,Meerut Uprising
Q000475,History of Bihar,Munda Revolt,Baidar Naik
Q000476,History of India,Social Movements,Munda Revolt
Q000477,Art & Culture,Bhakti Movement,RSS
Q000478,Indian Polity,Indian National Congress,Bharat Ratna Recipients
Q000479,History of India,Indian National Congress,University Commission (1902) Members
Q000480,History of Bihar,Champaran Satyagraha,Mahatma Gandhi's Study
Q000481,History of India,Indian National Movement,Second Convention of the Indian National Congress
Q000482,History of Bihar,Champaran Satyagraha,Opposition to British policies
Q000483,Indian Economy,Development,Objectives of the Indian National Congress (1885) - W.C. Banerjee
Q000484,History of India,Mahajanapadas,Abhinav Bharat Society founded in London
Q000485,History of India,Quit India Movement,All India Azad Dasta at Bakri ka Tapu
Q000486,History of India,British Expansion,Muslim League's Annual Convention (1906) - London
Q000487,History of Bihar,Sher Shah Suri,Interim Government in Kabul (1915) - Germany's Support
Q000488,History of India,Bhakti Movement,Tebhaga Movement (1946) - Bengal
Q000489,History of India,Indian National Movement,Raja Mahendra Pratap Singh - Third Power (England) - Communal Differences
Q000490,History of India,Indian National Movement,Congress Socialist Party (1934) - Founding Members
Q000491,History of India,Indian National Movement,Individual Satyagraha Movement - First Satyagrahi
Q000492,History of India,Mahajanapadas,India House - Founder
Q000493,History of India,Indian National Movement,Mahatma Gandhi
Q000494,History of India,Indian National Movement,Founding of Indian National Congress
Q000495,History of India,Indian National Movement,Subhas Chandra Bose
Q000496,History of India,Indian National Movement,Bal Gangadhar Tilak
Q000497,History of India,Social Reform,Servants of India Society
Q000498,History of India,Revolutionaries,Kakori Train Robbery Case
Q000499,History of India,Indian National Movement,India for Indians
Q000500,History of India,Social Reform,Satyashodhak Samaj
Q000501,History of India,Social Reform,Annie Besant
Q000502,History of India,British Expansion,Viceroy Lord Curzon
Q000503,History of India,Social Reform,Suppression of Thugs
Q000504,History of India,British Expansion,Lord Willingdon
Q000505,History of India,Indian National Movement,Non-Cooperation Movement
Q000506,History of India,Indian National Congress,Presidents of Indian National Congress
Q000507,Indian Economy,Development,Sardarni Campaign
Q000508,History of Bihar,Sher Shah Suri,Sarabandi Campaign
Q000509,Geography,Ports,Portuguese Factories in India
Q000510,Agriculture,Ryotwari System,Thomas Munro
Q000511,History of India,Revolt of 1857,Lord Rippon's Statement
Q000512,History of India,Indian National Congress,First Indian Woman President
Q000513,Bihar Polity & Governance,Instrument of Accession,Kashmir's Accession
Q000514,General Mental Ability & CSAT,Coding-Decoding,Laik Ali
Q000515,History of India,Indian National Congress,Establishment of Indian Association
Q000516,History of India,Muslim League,Acceptance of Self-Rule
Q000517,General Mental Ability & CSAT,Coding-Decoding,NONE
Q000518,History of India,Mahajanapadas,Amravati session of the Indian National Congress in 1897
Q000519,General Mental Ability & CSAT,Development,Farmer leader Motilal Tejawat
Q000520,History of India,Mauryan Empire,Who was/were the persons related to the 'Zimmerman Plan'?
Q000521,Indian Polity,Constitution,Under whose chairmanship was the Simon Commission appointed?
Q000522,History of India,Bhakti Movement,Who started the Hindustani Seva Dal in the mid-1920s?
Q000523,History of India,Economic Impact,There was a proposal in the Bombay Plan.
Q000524,History of India,Bharti Movement,Who began the 'Faraizi Movement'?
Q000525,History of India,Social Issues,Who wrote the book ‘Poverty and Un-British Rule in India’?
Q000526,History of India,Independence and Partition,Who raised the flag of Independence at the Congress Session of 1929?
Q000527,History of India,Revolt of 1857,Which of the following was not the reason for making the sepoys of the East India Company rebellious?
Q000528,History of India,Mughal Empire,"About Mughal Emperor Bahadur Shah Zafar, it was sais that his empire extended form"
Q000529,History of India,Indian National Movement,Non-Cooperation Movement
Q000530,History of Bihar,Sher Shah Suri,Administrative Reforms
Q000531,Indian Polity,Constitution,Fundamental Rights
Q000532,Indian Economy,Banking,Reserve Bank of India
Q000533,History of India,Bengal School of Nationalists,Kesari
Q000534,Art & Culture,Social Reform Movements,Prarthana Samaj
Q000535,History of India,Indian National Movement,"The Hindu, Kesari, Bengalee, Hindustani, Sudharak"
Q000536,History of India,Revolutionary Movement,Bhagat Singh's Bomb Throwing
Q000537,History of India,Indian National Movement,Jallianwala Bagh Massacre
Q000538,Geography,Tribal Movements,Munda Rebellion
Q000539,Indian Polity,British Colonial Policies,White Man’s Burden
Q000540,History of India,Indian National Movement,Gandhi’s First Satyagraha
Q000541,History of India,Social Issues,Bhangi Mulakal
Q000542,History of Bihar,Sher Shah Suri,Administrative Reforms
Q000543,Geography,Minerals,Chromite
Q000544,History of India,Bhakti Movement,Vallabhacharya
Q000545,History of Bihar,Moplah Rebellion,1921
Q000546,History of India,Swadeshi Movement,1905-1911
Q000547,History of India,Indian National Movement,Jawaharlal Nehru
Q000548,History of Bihar,British Rule,Bombay Presidency Association
Q000549,History of India,Mahajanapadas,Imperial Cadet Corps
Q000550,History of Bihar,Sher Shah Suri,Murder of Colonel Wyllie
Q000551,Indian Polity,Constitution,Indian High Commission Act
Q000552,History of India,Indian National Congress,Round Table Conferences (1930)
Q000553,History of India,Indian National Movement,Session of Indian National Congress
Q000554,History of India,Indian National Movement,Cabinet Mission
Q000555,History of India,Mahatma Gandhi,Pamphlet 'Now or Never'
Q000556,History of India,Social Reform,Declaration of 'Sati' illegal
Q000557,History of India,British Expansion,Punjab Land Alienation Act
Q000558,Indian Polity,Union Government,Department of State
Q000559,Indian Polity,Constitutional Bodies,Muslim Mahamandal
Q000560,History of Bihar,Revolt of 1857,Leaders of the revolt in Bihar
Q000561,History of Bihar,All India Kisan Sabha,First President of All India Kisan Sabha
Q000562,History of India,Social Reform,Montague-Chelmsford Act
Q000563,History of India,British Administration,Sir Michael O’Dwyer assassination
Q000564,Indian Polity,Union Government,Prime Minister of England during Montague-Chelmsford Act
Q000565,History of India,Indian National Movement,Bal Gangadhar Tilak
Q000566,History of India,Indian National Movement,S.A. Dange
Q000567,History of India,Revolutionary Movements,Chittagong Armoury Raid
Q000568,History of India,Revolutionary Movements,Anandchetty
Q000569,History of India,Indian National Movement,Dadabhai Naoroji
Q000570,History of India,Indian National Movement,Non-cooperation Movement
Q000571,History of India,Revolutionary Movements,B.R. Ambedkar
Q000572,History of India,Constitutional Development,Cabinet Mission Plan
Q000573,History of India,Indian National Movement,Indian National Congress
Q000574,History of India,Indian National Movement,Lord Irwin
Q000575,History of India,Peasant Movements,Akhil Bhartiya Kisan Congress
Q000576,History of India,Indian National Movement,Lionel Smith
Q000577,History of India,British Expansion,Regulating Act
Q000578,History of India,British Expansion,Regulating Act
Q000579,History of India,Mahajanapadas,Sher Shah Suri
Q000580,History of India,Indian National Movement,Non-Cooperation Movement
Q000581,History of India,Indian National Movement,Non-Cooperation Movement
Q000582,History of India,Social Issues,Indian National Congress
Q000583,History of India,Social Issues,Madam Cama
Q000584,History of India,Social Issues,Tricolour Flag
Q000585,History of India,Social Issues,Pagal Panthi
Q000586,History of India,Social Issues,Faraizis
Q000587,Geography,Rivers,Ramosi Uprising
Q000588,Geography,Rivers,Waghera Uprising
Q000589,History of India,Indian National Movement,Purna Swaraj
Q000590,History of India,Indian National Movement,Dadabhai Naoroji
Q000591,History of India,Indian National Movement,Lord Morley
Q000592,History of India,Social Reform,Katherine Mayo
Q000593,History of India,Nationalist Movements,Bhagat Singh
Q000594,History of India,Indian National Movement,Subhas Chandra Bose
Q000595,History of India,Indian National Movement,1920
Q000596,History of India,Social Reform,Swami Sahajanand Saraswati
Q000597,History of India,Indian National Movement,Third Round Table Conference
Q000598,History of India,Indian National Movement,Mahatma Gandhi
Q000599,History of India,Social Reform,1909
Q000600,Indian Polity,Constitution,Number of delegates in first session of Indian National Congress
Q000601,History of India,Indian National Movement,Quit India Movement
Q000602,History of India,Constitutional Development,National Council of Education
Q000603,History of India,Mahajanapadas,Non-cooperation movement
Q000604,History of India,British Expansion,Montagu-Chelmsford Report
Q000605,History of India,Bharti Movement,Sher Shah Suri
Q000606,History of India,British Expansion,Gandhi-Irwin Pact
Q000607,History of India,Indian National Movement,Round Table Conference 1932
Q000608,History of India,Mughal Empire,Abhinav Bharat
Q000609,History of India,Indian National Movement,Do or Die
Q000610,History of India,Social Reform,Prarthana Samaj
Q000611,History of India,Renaissance,Father of Indian Renaissance Movement
Q000612,History of India,Social Reform,Founder of 'Swaraj Dal'
Q000613,History of India,Buddhism,Ashoka
Q000614,History of Bihar,Vaishali,Mahapadma Nanda
Q000615,Indian Economy,Development,Five Year Plans
Q000616,Indian Polity,Constitution,Fundamental Rights
Q000617,History of Bihar,Champaran Satyagraha,Indigo Cultivation
Q000618,History of India,Mughal Empire,Moplah Rebellion
Q000619,History of India,British Expansion,Government of India Act 1858
Q000620,Indian Polity,Panchayati Raj,73rd Amendment
Q000621,Indian Economy,Banking,RBI
Q000622,Geography,Rivers,Ganga
Q000623,Indian Economy,Agriculture,Land Reforms
Q000624,History of India,Bharti Movement,Khilafat Movement
Q000625,History of India,Indian National Movement,Jallianwala Bagh demonstration
Q000626,History of India,Indian National Movement,Inspiration for women's movement
Q000627,History of India,Indian National Movement,First protest against political reforms
Q000628,History of India,Indian National Movement,Establishment of Indian National Congress
Q000629,History of India,Indian National Movement,Founder of Forward Bloc
Q000630,History of India,Indian National Movement,First President of Indian Trade Union Congress
Q000631,History of India,Indian National Movement,Location of All India Kisan Mahasabha's first organization
Q000632,History of India,Revolt of 1857,Lucknow leadership
Q000633,History of India,Revolt of 1857,Rowlatt Act passage date
Q000634,History of India,Indian National Movement,Start date of the non-cooperation movement
Q000635,History of India,Indian National Movement,Start date of the Quit India Movement
Q000636,History of India,Revolt of 1857,Start date of the Quit India Movement
Q000637,History of India,Indian National Movement,Revolts of 1857
Q000638,History of Bihar,Sher Shah Suri,Administrative Reforms
Q000639,Art & Culture,Bhakti Movement,Mahavir Singh
Q000640,History of India,Mahajanapadas,Satyadharma
Q000641,History of India,British Expansion,Ring Fence Policy
Q000642,Indian Economy,Banking,Reserve Bank of India
Q000643,History of India,Revolt of 1857,Balwant Singh Tikait
Q000644,History of Bihar,Mughal Bihar,Shah Alam II
Q000645,General Mental Ability & CSAT,Blood Relations,Shardamani – Father of Ram
Q000646,Internal Security,Cybercrime,Enfield Rifles – Greased Cartridges
Q000647,Indian Economy,Agriculture,All India Trade Union Congress – Bombay
Q000648,History of India,British Expansion,Lord Curzon – Founding of Amrit Bazaar Patrika
Q000649,History of India,Indian National Movement,Individual Satyagraha
Q000650,History of India,Indian National Movement,Gandhi-Irwin Pact
Q000651,History of India,Indian National Movement,Mahatma Gandhi
Q000652,History of India,Indian National Movement,The Indian Statesman newspaper
Q000653,History of India,Indian National Movement,Lord Wavell
Q000654,History of India,Indian National Movement,Communal Award and Poona Pact
Q000655,History of India,Indian National Movement,S. Nijalingappa
Q000656,History of India,Indian National Movement,Jawaharlal Nehru
Q000657,History of India,Indian National Movement,Chota Hazra
Q000658,History of India,Indian National Movement,Bengal
Q000659,Geography,Soils,Ryotwari System
Q000660,History of India,Indian National Movement,INA Trials at Delhi
Q000661,Indian Economy,Bihar Economy,Indigo Movement
Q000662,Bihar Polity & Governance,Bihar Legislature,Dalits Voting Rights
Q000663,History of Bihar,Sher Shah Suri,Rebellion after Battle of Buxar
Q000664,History of Bihar,Quit India Movement,B. N. College Students
Q000665,History of Bihar,Patni Movement,Movement against Land Alienation
Q000666,History of India,British Expansion,Lord Curzon
Q000667,History of India,Indian National Movement,Frontier Gandhi
Q000668,History of India,Indian National Movement,Khalsa Diwan
Q000669,Indian Polity,Constitutional Development,Poona Pact Transfer
