Question ID,Subject,Topic,Subtopic,Question
Q002717,History of India,Sports,Wrestling,Who among the following was the Gold Medal winner in the 17<sup>th</sup> Asian Games Men’s Freestyle 65 kg Wrestling?
Q002718,Current Affairs,Sports,Commonwealth Games,Which Country achieved the fifth position in the 20<sup>th</sup> Comonwealth Games?
Q002719,Current Affairs,Sports,Australian Open Tennis,Who won her first Grand Slam Australian Open Tennis Competition 2014 (Women's Singles)?
Q002720,Current Affairs,Sports,SAFF Tournament,"The winner of the SAFF Tournment, 2013 was:"
Q002722,Indian Economy,Agriculture,Oilseeds Production 2013-14,What is the total production of oilseeds in India in the year 2013-14?
Q002723,Current Affairs,International Relations,Recognition of Palestine,Which of the following European Union country is the first to give official recognition to the State of Palestine?
Q002724,Current Affairs,International Relations,EU Country Recognition of Palestine,The International Day of persons with disabilities is celebrated on-
Q002730,History of India,World War II,Atomic Bomb,Who among the following is the winner of Mahatma Gandhi International Award for Peace accorded for the year 2009?
Q002731,Indian Polity,Political Parties,A. Raja,Former Union Minister of Communications and Information Technology Shri A. Raja belongs to which party?
Q002734,Bihar Polity & Governance,Bihar Legislative Assembly,2010 Election Comparison,Which party achievement is correct in Bihar Legislative Assembly elections 2010 compared to 2005 elections? JDU BJP RJD LJP CONG Other
Q002736,Geography,Countries,Finland Rank,Finland was first in the list of the best countries in the world in 2010 by the famous magazine 'News Week'. What was the rank of India?
Q002745,General Mental Ability & CSAT,Biosciences,Dr. CNR Rao,"Which Indian was awarded the 'World Statesman Award, 2010'?"
Q002746,Current Affairs,Sports,Commonwealth Games 2010,"India won a total of 101 medals in the Commonwealth Games, 2010. Out of these, how many medals did team sports, women and men get respectively?"
Q002747,Indian Economy,Energy,Per Capita Energy Consumption,The per capita energy consumption in India in the year 1994 was -
Q002748,Indian Economy,Agriculture,Green Revolution,'Durand Cup' is related to which game?
Q002755,Geography,Biogeography,Research Centers in Antarctica,The name of India's third research center in Antarctica is
Q002758,History of India,Telecommunications,First Appearance of Telephone in India,What is the order of Mrs. Pratibha Patil as the President of the Republic of India?
Q002759,Indian Polity,President of India,Mrs. Pratibha Patil,"After the amendment in the Indian Constitution by the Parliament on 14 August 2007, what is the number of castes in the list of Scheduled Castes?"
Q002760,Bihar Economy,Scheduled Castes,Number of Castes after Amendment 2007,Mohammad Ansari's serial number as the Vice President of India is -
Q002749,Current Affairs,2G Spectrum,Telecom,For which word is the letter 'G' used in '2G spectrum'?
Q002769,Indian Economy,Industries,Bharat Dynamics Limited Center location,Where is Naval Air Station “Garuda” located?
Q002772,Miscellaneous,China,China's News Agency,What is the name of China's news agency?
Q002777,Art & Culture,Sports,Radha Mohan Cup,Radha Mohan Cup is related to which sport?
Q002778,History of India,British Rule,Winston Churchill,"By whom has the book ""Nineteen Eighty Four"" been written?"
Q002779,Indian Polity,United Nations,Permanent Members of UNSC,Who among the following is not a permanent member of the United Nations Security Council?
Q002781,Current Affairs,Naxalism,Spread of Naxalism,"Naxalism in India. which was once limited to West Bengal and Andhra Pradesh, has now spread to these states as well."
Q002782,Geography,G-8 Group,Member Countries,Which one of these countries is not a member of the G-8 group?
Q002783,Indian Polity,LTTE,Sri Lankan Tamil Tigers,'LTTE' is for-
Q002784,Indian Polity,G15,Group of Fifteen,G15 is -
Q002791,Indian Economy,Agriculture,Village on Wheels,In which year did the Railway Ministry announce the launch of a project called 'Village on Wheels'?
Q002814,General Mental Ability & CSAT,Logical Reasoning,Deductive Reasoning,The main ideas behind globalization are
Q002819,Indian Polity,Panchayati Raj,Gram Sabha,The function of bureaucracy is –
Q002826,Indian Polity,Constitutional Development,Bihar Legislative Assembly Seats,Which political party has four seats in the Bihar Legislative Assembly and one seat in the Bihar Legislative Council?
Q002828,History of India,Bharti Munde,Indian Economic Crisis,Ngozi Okonjo-Iweala became the first woman of the world and the first African women to be appointed as the Head of the World Trade Organization (WTO). She hails from which country?
Q002832,Geography,Infrastructure,CPEC Project,What is CPEC project?
Q002834,Bihar Polity & Governance,Important Personalities,"Who from Bihar has been conferred the Padma Bhushan Award on 26<sup>th</sup> January, 2021?","Who from Bihar has been conferred the Padma Bhushan Award on 26<sup>th</sup> January, 2021?"
Q002836,Bihar Polity & Governance,Important Personalities,"Who from Bihar was conferred the Padma Shri Award for great contribution in the field of Medicine on 26<sup>th</sup> January, 2021?","Who from Bihar was conferred the Padma Shri Award for great contribution in the field of Medicine on 26<sup>th</sup> January, 2021?"
Q002841,History of India,Buddhism & Jainism,"The Fifth International Dharma-Dhamma conference was organized by India Foundation in collaboration with Nalanda University on 27- 28 July, 2019 in which of the following towns/ cities?","The Fifth International Dharma-Dhamma conference was organized by India Foundation in collaboration with Nalanda University on 27- 28 July, 2019 in which of the following towns/ cities?"
Q002843,Geography,Disaster Management,What is ‘Central Vista Redevelopment Project’?,What is ‘Central Vista Redevelopment Project’?
Q002851,Indian Polity,Awards,Rajiv Gandhi Khel Ratna Award,Rajiv Gandhi Khel Ratna Award was renamed after which of the following players?
Q002852,General Science,Sports,Tokyo Olympics Gold Medals,Which country has won the most Gold Medals in the Tokyo Olympics 2020 to be held in the year 2021?
Q002854,Geography,Countries,UAE,Which is the first country in the world to provide free sanitary products to all women in their country?
Q002855,Indian Polity,International Relations,QUAD,"The Quadrilateral Security Dialogue (QSD), also known as QUAD, is a group of which of the following countries?"
Q002856,Indian Polity,Nobel Prizes,Nobel Peace Prize,Who among the following decides to award the Nobel Peace Prize?
Q002864,Geography,World Rankings,"World Happiness Index, 2018","Which country has secured first position in the World Happiness Index, 2018?"
Q002866,Current Affairs,Humanitarian Issues,Operation Rohingya,What is the name of the operation that was launched by the Government of India to provide help to the Rohingya refugees?
Q002867,Current Affairs,International Relations,International Year of,The United Nations General Assembly has declared 2019 as the International Year of :
Q002868,Geography,World Rankings,NATO Membership,Which country became the 29th member of NATO in June 2017?
Q002872,Indian Polity,Bihar,Mufti M. Sayeed Award,"Who has been given the first 'Mufti M. Sayeed Award for Probity in Public Life, 2018' by the Jammu and Kashmir Government ?"
Q002874,Bihar Polity & Governance,Law and Order,Safe City Surveillance Scheme,Which one among the following states has launched 'Safe City Surveillance Scheme' for checking crime against women at public place in December 2017?
Q002875,Art & Culture,Literature,Gender Literature Festival,The world's first Gender Literature Festival was held at:
Q002877,Geography,International,32<sup>nd</sup> Summer Olympic Games,The 32<sup>nd</sup> Summer Olympic Games will be held in:
Q002878,Current Affairs,Sports,Para Athlete Gold Medal,Who became the first Indian para athlete to win the Gold at World Para Athletics Championships?
Q002879,History of India,Biography,Indira Gandhi Book,"The famous book, Indira: Most Powerful Prime Minister is written by :"
Q002883,Geography,Ports,Kandla Port,India's first National Rail and Transportation University is established at:
Q002884,Geography,Ports,VVPAT,Kandla Port is renamed as :
Q002889,History of India,Dr. A.P.J. Abdul Kalam,Chronological Order as President,What is the chronological order of Dr. A.P.J. Abdul Kalam as President of India?
Q002891,History of India,Suhrawardy Brothers,Indonesia's forced leave,Who was forced to leave the rule of Indonesia after 32 years in May 1998?
Q002892,History of India,Indian Independence Movement,Arundhati Roy - Booker Company Award,"In the year 1997, Arundhati Roy received the world's highest literary award established by the Booker Company for her book:"
Q002899,History of India,Bhakt Movement,Religious Figures,Who had to return his crown due to his controversial marital status?
Q002909,History of India,Bhakt Movement,Rabindranath Tagore,'The Wings of Fire: An Autobiography' was written by –
Q002910,History of India,Business & Industry,J.R.D. Tata,First JRD Tata Award for joint leadership was given to :
Q002933,General Mental Ability & CSAT,Odd One Out,Gaurav,Choose the group of letters which is different from others.
Q002935,General Mental Ability & CSAT,Odd One Out,Select the missing number from the given options :,Find the odd pair from the following options.
Q002938,General Mental Ability & CSAT,Odd One Out,Read the given statement and conclusion carefully. Consider which of the following conclusion logically follows from the statement. Statement : In a one day cricket match the team scored a total of 200 runs out of which 160 runs were scored by spinners. Conclusion : 1. 80% of the players in the team were spinners. 2. The opening batsman was a spinner. Choose the correct answer.,Read the given statement and conclusion carefully. Consider which of the following conclusion logically follows from the statement. Statement : In a one day cricket match the team scored a total of 200 runs out of which 160 runs were scored by spinners. Conclusion : 1. 80% of the players in the team were spinners. 2. The opening batsman was a spinner. Choose the correct answer.
Q002931,Geography,Direction,"Gaurav walks 20 metres towards North He then turns left and walks 40 metres, He again turns left and walks 20 metres, Further, he moves 20 metres after turning to the right. How far is he from his original position?","Gaurav walks 20 metres towards North He then turns left and walks 40 metres, He again turns left and walks 20 metres, Further, he moves 20 metres after turning to the right. How far is he from his original position?"
Q002952,General Mental Ability & CSAT,Logical Reasoning,Which of the following statements is false?,Which of the following statements is false?
Q002956,General Mental Ability & CSAT,Rivers,A train of length 140 m is running at a speed of 60 km/hr and a dog is running in the same direction parallel to the train at a speed of 18 km/hr.,A train of length 140 m is running at a speed of 60 km/hr and a dog is running in the same direction parallel to the train at a speed of 18 km/hr. The train will cross the dog in:
Q002960,Indian Economy,Human Development,"In a class of 55 students, 34 like to play cricket and 26 like to play badminton. Also, every student likes to play at least one of the two games.","In a class of 55 students, 34 like to play cricket and 26 like to play badminton. Also, every student likes to play at least one of the two games. How many students like to play both Cricket and Badminton?"
Q002962,Mathematics — Mains,Numbers,How many numbers between 100 and 500 are divisible by 4. 5 and 6?,How many numbers between 100 and 500 are divisible by 4. 5 and 6?
Q002963,Indian Economy,Agriculture,"In a mixture of 70 kg, the ratio of sand and cement is 4:1. How much sand should be added to the mixture so that the ratio of sand and cement in it becomes 6 : 1?","In a mixture of 70 kg, the ratio of sand and cement is 4:1. How much sand should be added to the mixture so that the ratio of sand and cement in it becomes 6 : 1?"
Q002968,General Mental Ability & CSAT,Number Series,Finding the Missing Number,"How many numbers between 200 and 600 are divisible by 4, 5 and 6?"
Q002970,General Mental Ability & CSAT,Arithmetic,Number Problems,The difference between the squares of two numbers is 256000 and the sum of the numbers is 1000. The numbers are –
Q002982,General Mental Ability & CSAT,Odd One Out,Number & Letter Series,Which one of the following cannot be the square of a natural number?
Q002997,General Mental Ability & CSAT,Quantitative word-problems,"Two trains, each of length 150 meters, are moving in opposite directions with equal speed of 90 km per hour","Two trains, each of length 150 meters, are moving in opposite directions with equal speed of 90 km per hour. The time taken by the trains to cross each other will be :"
Q002998,Mathematics — Mains,Combinatorics,The number of ways in which 12 identical pens can be distributed between two students,"The number of ways in which 12 identical pens can be distributed between two students, if each student is to get at least two pens. is"
Q002999,Indian Economy,Agriculture,If the radii of circles A and B are in the ratio 1.5 : 1,If the radii of circles A and B are in the ratio 1.5 : 1. then the areas of the circles A and B will be in the ratio :
Q002990,Indian Economy,Agriculture,Milk Production,"A milkman mixes 30 liters of water with 70 liters of milk. After selling one fourth of this mixture, he adds water to replenish the quantity that he has sold. What is the current proportion of water to milk?"
Q003009,General Mental Ability & CSAT,Development,Profit Percentage,"If the ratio of purchasing price and selling price of an item is 10 : 11, then the profit percentage is"
Q003015,General Mental Ability & CSAT,Development,the value of,"A train of length 150 meters, moving towards north direction at a speed of 144 km/hr, can cross a 250 meters long bridge in:"
Q003030,General Mental Ability & CSAT,Development,scheme/index,"A sum of money invested at compound interest amounts to Rs. 4,624 in 2 years and to Rs. 4,813 in 3 years. The sum of money is :"
Q003031,Mathematics — Mains,Percentage,market value of each share,A man buys Rs. 20 shares paying 9% dividend. The man wants to have an interest of 12% on his money. The market value of each share is:
Q003033,Indian Economy,Agriculture,investment and profit ratio,"A invests Rs 76.000 in a business. After few months, B joined him with Rs 57,000. At the end of the year the total profit was divided between them in the ratio 2:1. After how many months did B join?"
Q003043,Indian Economy,Industry,Expenditure,"In the following pie-chart, the various expenditure of an industry are presented. Total expenditure on raw material is Rs. 30 lac. If labour expenditure is increased by 5%. How much expenditure on other expenses be reduced to maintain the profit?"
Q003052,Mathematics — Mains,Trigonometry,tan,"If tan , then the value of sec is"
Q003053,Mathematics — Mains,Circles,Area of a circle,A circle has area 154 square units. Its diameters have equations and . Then the radius of the circle is:
Q003055,Mathematics — Mains,Functions,Value of function,If the function then the value of is
Q003057,Mathematics — Mains,Matrices,Inverse of a matrix,The inverse of Matrix is :
Q003058,General Mental Ability & CSAT,Circles,Area covered by a circle,"If the length of the large hand of a clock is 12 cm, then the internal area covered by the large hand in one minute will be"
Q003059,Mathematics — Mains,Circles,Radius of a circular path,"A player completes a race of 2200 meters by completing 7 complete rounds of a circular path, then the radius of that circular path is"
Q003060,General Mental Ability & CSAT,Coordinate Geometry,Midpoint of two points,"What will be the coordinate of the mid point joining the points P(4, 6) and (–4, 8)."
Q003093,Mathematics — Mains,Arithmetic Progression,"The 101st term of the arithmetic progression 5, 11, 17, … is","The 101st term of the arithmetic progression 5, 11, 17, … is :"
Q000011,Current Affairs,Sports,Kosi Mechi Link Project beneficiaries,How many bronze medals were won by Bihar players in the 38<sup>th</sup> National Junior Athletics Championship 2025?
Q000017,Society,Miscellaneous,Afrikaners,Afrikaners indicate the people:
Q000018,Current Affairs,Art & Culture,Stepwell in Gujarat,What is the name of the 16<sup>th</sup>-century stepwell that the Archaeological Survey of India recently conserved in collaboration with the World Monuments Fund India?
Q000021,Current Affairs,Mathematical & Symbol Operations,GSLV-F15 Mission,What is true of the GSLV-F15 mission by ISRO?
Q000023,Current Affairs,Climate Change,UN Climate Conference in Baku 2024,The UN climate conference held in Baku in 2024 concluded with an agreement that:
Q000024,Current Affairs,Nobel Prize,The Vegetarian Novel,"Awarded the Nobel Prize in Literature in 2024, Han Kang's novel 'The Vegetarian' won which other prestigious award?"
Q000025,Current Affairs,Current Affairs,Glacier,Which glacier of Nepal among the following has been declared 'dead' in May 2025?
Q000026,Current Affairs,Indian Economy,Human Development Index,"According to the UNDP Human Development Index (HDI) Report 2025, life expectancy in India increased from 58.6 years in 1990 to how many years in 2023?"
Q000028,Current Affairs,Film,Emma Stone - Academy Awards,At the 96thAcademy Awards (2024). Emma Stone won the Oscar for Actress in a Leading Role for her performance in which film?
Q000029,Current Affairs,Film,Gujarati Film - National Film Award,"Which Gujarati film won the 70<sup>th</sup> National Film Award for Best Feature Film promoting national, social and environmental values?"
Q000031,Current Affairs,Blood Relations,Family Relationship Puzzle,"Phuntsho, Karma – Bhutan 2. Nguyen Thi Ngoc Phuong – Vietnam 3. Farwiza Farhan – Indonesia 4. Miyazaki Hayao – Japan 5. Rural Doctors Movement – Thailand Ramon Magsaysay Award Establishment – Year 1957 1. This award is given in memory of Ramon Magsaysay, the seventh president of the Philippines. 2. It was established to honor outstanding work in government service or social reform taking place in Asia 3. It is also known as Asia's Nobel Prize 4. The award is presented by the Ramon Magsaysay Award Foundation. 5. It is given to individuals and organizations who have made exceptional contributions to public service in various fields 31. Which of the following statements are true about Akashteer?"
Q000033,Current Affairs,Historical Events,Holocaust Memorial Day,Which day is observed as Holocaust Memorial Day?
Q000034,Current Affairs,Literature,Banu Mushtaq - International Booker Prize,What is the title of the book by Banu Mushtaq that won the 2025 International Booker Prize?
Q000037,General Mental Ability & CSAT,Development,Human Development Index,"Percentage of children under five years of age who are underweight (child malnutrition) — an indicator of poor health and nutrition. (Statemen 1: True) 2. Percentage of adult women who are illiterate — reflects a lack of education and knowledge (Statement 2: True) 3. Percentage of births not attended by skilled health personnel — an indicator of unsafe motherhood. • Male illiteracy is not used as an indicator in this (Statement 3: Incorrect) • The unavailability of clean drinking water is part of the Human Poverty Index (HPI), not the Capability Poverty Measure (CPM). (Statement 4: Incorrect) 37. Which of the following is not among the top ten principal commodities of India's export during April-September 2024-25?"
Q000040,Current Affairs,Banking,U-WIN Portal,Which of the following statement/s is/are NOT CORRECT about the U-WIN portal of Ministry of Health and Family welfare?
Q000042,Current Affairs,Rivers,Bharatmala Pariyojana Road Length,Which state had the highest constructed road length under Bharatmala Pariyojana as of 31<sup>st</sup> October 2024?
Q000044,Current Affairs,Development,Foreign Exchange Reserves,India's foreign exchange reserves:
Q000051,Indian Economy,Bihar Economy,YUVA framework components,Which of the following is NOT one of the components under the YUVA framework of the Bihar Startup Policy 2022?
Q000053,Indian Economy,Demographic Change,Bihar's demographic trends 2041,Consider the following statements: 1. The proportion of the young population (0-19 years) in Bihar is projected to decline significantly by 2041. 2. Bihar's demographic dividend is expected to peak around 2041 3. The elderly population (60+ years) in Bihar is expected to rise more sharply than in India. Select the correct answer using the codes given below:
Q000054,Indian Economy,Labour Force,Women employment in Bihar (PLFS 2023-24),"According to PLFS 2023-24, which of the following statements best describe the nature of employment among women in Bihar?"
Q000056,Indian Polity,Attorney General,Attorney General of India,Attorney General of India:
Q000058,Indian Polity,Directive Principles,Non-Gandhian Directive Principles,Which of the following Directive Principles do not follow Gandhian Principles? 1. Organization of Village Panchayats 2. Common Civil Code 3. Promotion of cottage Industry in rural areas 4. Right to work Code :
Q000007,General Mental Ability & CSAT,Symbol/Operator Substitution,"If + means x, x means -, ÷ means + and - means ÷ then 175-25÷5+20×3+10 equals to:","If + means x, x means -, ÷ means + and - means ÷ then 175-25÷5+20×3+10 equals to:"
Q000010,General Mental Ability & CSAT,Code Breaking,Substitution Cipher,RAIN is written in a code as 8$%6 and MORE is mentioned as 7#8@. How will REMAIN be mentioned in code language?
Q000013,General Mental Ability & CSAT,Languages,Classical Languages,Which Indian languages are accorded the status of Classical Language?
Q000014,General Mental Ability & CSAT,Biodiversity,Important Bird Areas,Which organisation recognized the Nagi bird sanctuary Site as an Important Bird and Biodiversity Area (IBA)?
Q000015,General Mental Ability & CSAT,Current Affairs,Panchayati Raj Day 2025,Where was the National Panchayati Raj Day 2025 event organised?
Q000016,General Mental Ability & CSAT,Space Missions,Lunar Trailblazer Mission,What is the primary objective ofthe Lunar Trailblazer mission?
Q000017,General Mental Ability & CSAT,Ethnic Groups,Afrikaners,Afrikaners indicate the people:
Q000018,General Mental Ability & CSAT,Heritage Conservation,Stepwell Conservation,What is the name of the 16<sup>th</sup>-century stepwell that the Archaeological Survey of India recently conserved in collaboration with the World Monuments Fund India?
Q000019,General Mental Ability & CSAT,Current Affairs,Mayor of New York City,"What is the name of the city mayor who proclaimed April 14, 2025, as Dr. B. R. Ambedkar Day in New York City?"
Q000020,General Mental Ability & CSAT,International Events,Eurovision Song Contest,What is the permanent slogan for the Eurovision Song Contest?
Q000021,General Mental Ability & CSAT,Space Missions,GSLV-F15 Mission,What is true of the GSLV-F15 mission by ISRO?
Q000022,General Mental Ability & CSAT,International Events,18th G20 Summit,What is true of the 18<sup>th</sup> G20 Summit?
Q000023,General Mental Ability & CSAT,International Agreements,UN Climate Conference Baku 2024,The UN climate conference held in Baku in 2024 concluded with an agreement that:
Q000024,General Mental Ability & CSAT,Literature Awards,Han Kang's Novel,"Awarded the Nobel Prize in Literature in 2024, Han Kang's novel 'The Vegetarian' won which other prestigious award?"
Q000025,General Mental Ability & CSAT,Geomorphology,Glacier dead,Which glacier of Nepal among the following has been declared 'dead' in May 2025?
Q000026,General Mental Ability & CSAT,Human Development,HDI Report 2023,"According to the UNDP Human Development Index (HDI) Report 2025, life expectancy in India increased from 58.6 years in 1990 to how many years in 2023?"
Q000027,General Mental Ability & CSAT,Current Affairs,AI Action Summit 2025,In which city was the AI Action Summit held in February 2025?
Q000028,General Mental Ability & CSAT,Film Awards,Emma Stone Oscar 2024,At the 96thAcademy Awards (2024). Emma Stone won the Oscar for Actress in a Leading Role for her performance in which film?
Q000029,General Mental Ability & CSAT,Film Awards,Gujarati Film National Award 2024,"Which Gujarati film won the 70<sup>th</sup> National Film Award for Best Feature Film promoting national, social and environmental values?"
Q000030,General Mental Ability & CSAT,Awards,Ramon Magsaysay Award 2024,Which of the following individuals or organisations was a recipient of the Ramon Magsaysay Award 2024?
Q000031,General Mental Ability & CSAT,Defence Systems,Akashteer,"Phuntsho, Karma – Bhutan 2. Nguyen Thi Ngoc Phuong – Vietnam 3. Farwiza Farhan – Indonesia 4. Miyazaki Hayao – Japan 5. Rural Doctors Movement – Thailand Ramon Magsaysay Award Establishment – Year 1957 1. This award is given in memory of Ramon Magsaysay, the seventh president of the Philippines. 2. It was established to honor outstanding work in government service or social reform taking place in Asia 3. It is also known as Asia's Nobel Prize 4. The award is presented by the Ramon Magsaysay Award Foundation. 5. It is given to individuals and organizations who have made exceptional contributions to public service in various fields 31. Which of the following statements are true about Akashteer?"
Q000032,General Mental Ability & CSAT,Military Ecosystem,MBT Arjun,Which of the following defence platforms are part of India's growing indigenous military ecosystem supported by the Make in India initiative?
Q000033,General Mental Ability & CSAT,Days of Remembrance,Holocaust Memorial Day,Which day is observed as Holocaust Memorial Day?
Q000034,General Mental Ability & CSAT,Literature,Banu Mushtaq Book 2025,What is the title of the book by Banu Mushtaq that won the 2025 International Booker Prize?
Q000035,General Mental Ability & CSAT,International Relations,Indus Waters Treaty Rivers,"According to the Indus Waters Treaty, the three eastern rivers are allocated to India. Which ofthe following is not one of them?"
Q000036,General Mental Ability & CSAT,Human Development,Capability Poverty Measure (CPM),Which of the following statement/s is/are correct about Capability Poverty Measure (CPM) developed by the UNDP? 1. CPM includes child malnutrition as a proxy for lack of health and nourishment. 2. Female illiteracy is included to reflect deprivation in education and knowledge 3. It considers male illiteracy as a key indicator of capability poverty. 4. It includes lack of access to clean drinking water as an important indicator of capability poverty. Select the correct answer using the codes given below:
Q000037,General Mental Ability & CSAT,Indicators of Poor Health and Nutrition,Child Malnutrition,"Percentage of children under five years of age who are underweight (child malnutrition) — an indicator of poor health and nutrition. (Statemen 1: True) 2. Percentage of adult women who are illiterate — reflects a lack of education and knowledge (Statement 2: True) 3. Percentage of births not attended by skilled health personnel — an indicator of unsafe motherhood. • Male illiteracy is not used as an indicator in this (Statement 3: Incorrect) • The unavailability of clean drinking water is part of the Human Poverty Index (HPI), not the Capability Poverty Measure (CPM). (Statement 4: Incorrect) 37. Which of the following is not among the top ten principal commodities of India's export during April-September 2024-25?"
Q000038,General Mental Ability & CSAT,Forest Cover,India State of Forest Report 2023,According to India State of Forest Report 2023 (ISFR 2023):
Q000039,General Mental Ability & CSAT,Global Services Export,Country Share in 2023,Which of the following countries had greater share than India in the global services export in 2023?
Q000040,General Mental Ability & CSAT,U-WIN Portal,Incorrect Statements,Which of the following statement/s is/are NOT CORRECT about the U-WIN portal of Ministry of Health and Family welfare?
Q000041,General Mental Ability & CSAT,NUIS Digital Blueprint,National Institute of Urban Affairs (NIUA),Which organization jointly developed the National Urban Innovation Stack (NUIS) Digital Blueprint with the Ministry of Housing and Urban Affairs (MoHUA)?
Q000042,General Mental Ability & CSAT,Bharatmala Pariyojana,Rajasthan - Highest Constructed Road Length,Which state had the highest constructed road length under Bharatmala Pariyojana as of 31<sup>st</sup> October 2024?
Q000043,General Mental Ability & CSAT,Kisan Rin Portal,Ministry of Agriculture and Farmers Welfare and NABARD,"Before the launch of Kisan Rin Portal (KRP), farmers used to submit manual claims under the Interest Subvention and Prompt Repayment Incentive schemes to which ofthe following institution/s?"
Q000046,General Mental Ability & CSAT,Labour Force Participation Rate (LFPR),Increase in Rural Female LFPR since 2021-22,"Match List-I with List-I List-I List-II a) Perform, Achieve and Trade (PAT) Scheme 1. Introduced in the Union Budget for 2023-24 b) Mangrove Initiative 2 for Shoreline Habitats & Tangible Incomes (MISHTI) . Aims to reduce emissions in energy- intensive industries c) The Lifestyle for Environment (LiFE) initiative 3. Launched in 2019 as national-level strategy d) National Clean Air Programme (NCAP) 4. Launched at COP26 in Glasgow in November 2021 • PAT Scheme - The Perform, Achieve and Trade scheme is an energy efficiency initiative aimed at reducing energy consumption and emissions in energy-intensive industries. This scheme incentivizes industries for energy management and helps them set targets based on performance. • MISHTI - The Mangrove Initiative for Shoreline Habitats and Tangible Incomes was introduced in the 2023-24 Union Budget. This scheme is designed to protect residents in coastal and marine areas, improve their incomes, and conserve natural resources. • LiFE Initiative – The Lifestyle for Environment initiative was launched at COP26 in Glasgow in November 2021. Its aim is to encourage people to adopt environmentally friendly choices in their daily lives and mitigate the effects of climate change. • NCAP – The National Clean Air Programme was launched in 2019 as a national-level strategy. This scheme focuses on improving air quality, identifying sources of pollution, and assisting states and cities in reducing air pollution. 47. According to Annual PLFS 2023-24 report:"
Q000047,General Mental Ability & CSAT,"Science, Technology and Innovation Policy 2020",One Nation One Subscription,"Which of the following was NOT the outcome of Science, Technology and Innovation Policy 2020?"
Q000052,General Mental Ability & CSAT,Quantitative word-problems,Simple and compound interest,Which of the following statement/s is/are correct about Bihar's economic performance in 2023-24?
Q000054,General Mental Ability & CSAT,Quantitative word-problems,Employment among women in Bihar,"According to PLFS 2023-24, which of the following statements best describe the nature of employment among women in Bihar?"
Q000061,General Mental Ability & CSAT,Constitutional Bodies,Procedures of State Legislature,"The statement that ministries and departments are created by the Prime Minister in consultation with the Cabinet Secretary is incorrect; ministries and departments are created according to the Constitution or laws, and while the Prime Minister plays a key role, there is no provision for consulting only the Cabinet Secretary. 2. The statement that each minister is allocated a ministry by the President on the advice of the Prime Minister is correct; according to Article 75 of the Constitution, the President allocates ministries to each minister, but this is done on the advice of the Prime Minister. 62. What is true about the proceedings of the State Legislature?"
Q000062,General Mental Ability & CSAT,Fundamental Rights,Restrictions on Fundamental Rights,The constitution of India provides for (reasonable restrictions) on Fundamental Rights but reasonableness must keep in mind that: 1. The interest of the general public is safeguarded 2. Prevailing social value and also social needs are not bar 3. Directive principles can be bypassed 4. Collective good is not greater Out of these:
Q000063,General Mental Ability & CSAT,Constitutional Bodies,Qualification of Finance Commission Members,"The interests of the general public are protected (correct): Restrictions on fundamental rights are imposed in the interest of the general public, such as for public order, morality, or national security. 2. Existing social values and social needs should not be an obstacle (correct): Courts examine whether the prevailing social values and needs were taken into account when imposing restrictions. 3. The Directive Principles of State Policy can be ignored (False): Both Fundamental Rights and Directive Principles of State Policy (DPSP) must be considered harmoniously; the DPSP cannot be ignored. 4. The collective interest is not paramount (false): Often, the collective interest (community welfare) serves as the basis for restricting individual rights, which means that the collective interest can be given priority. 64. Who among the following determines the qualification which shall be requisite for appointment as member of the finance commission?"
Q000064,General Mental Ability & CSAT,Parliamentary Procedures,Prorogation of a Session,Consider the following statements: 1. The summoning of the House means convocation 2. Prorogation ends a session 3. Dissolution terminates a House 4. Prorogation of a session can be effected by the leader of the House alone
Q000065,General Mental Ability & CSAT,Panchayati Raj Institutions,Empowerment for Financial Review,Who is empowered to review (Financial position of the Panchayats?
Q000066,General Mental Ability & CSAT,Economic Schemes,Atmanirbhar Bharat Scheme,TheAtmanirbhar Bharat Scheme announced by the Govermment helps in: 1. Enhancing India's manufacturing capabilities and exports across the industries 2. Incentivizing foreign investments for domestic production Out of these:
Q000067,General Mental Ability & CSAT,Panchayati Raj Institutions,Purpose of Panchayati Raj,What is the main purpose of Panchayati Raj?
Q000068,General Mental Ability & CSAT,Parliamentary Procedures,Censure Motion Characteristics,What is true about Censure Motion?
Q000069,General Mental Ability & CSAT,Judicial System,Jurisdiction of High Court and Supreme Court,Which one of the following subjects fall within the jurisdiction of both High Court and Supreme Court?
